1, 17.81
2, 56.36
3, 69.6
4, 75.07
5, 78.98
6, 71.77
7, 79.83
8, 79.68
9, 82.61
10, 81.11
11, 75.76
12, 76.25
13, 83.58
14, 72.39
15, 77.29
16, 78.2
17, 71
18, 78.59
19, 79.03
20, 76.8
21, 82.31
22, 78.56
23, 68.94
24, 81.77
